datetime,open,high,low,close,volume
2024-05-14 18:40:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 18:45:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 18:50:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 18:55:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:00:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:05:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:10:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:15:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:20:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:25:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:30:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:35:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:40:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:45:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:50:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 19:55:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:00:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:05:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:10:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:15:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:20:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:25:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:30:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:35:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:40:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:45:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:50:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 20:55:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:00:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:05:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:10:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:15:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:20:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:25:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:30:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:35:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:40:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:45:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:50:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 21:55:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:00:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:05:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:10:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:15:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:20:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:25:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:30:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:35:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:40:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:45:00,989907049.0,989907049.0,989907049.0,989907049.0,0.0
2024-05-14 22:50:00,998271224.0,998271224.0,998271224.0,998271224.0,0.00012
2024-05-14 22:55:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:00:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:05:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:10:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:15:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:20:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:25:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:30:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:35:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:40:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:45:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:50:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-14 23:55:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:00:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:05:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:10:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:15:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:20:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:25:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:30:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:35:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:40:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:45:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:50:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 00:55:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:00:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:05:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:10:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:15:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:20:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:25:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:30:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:35:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:40:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:45:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:50:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 01:55:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:00:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:05:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:10:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:15:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:20:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:25:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:30:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:35:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:40:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:45:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:50:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 02:55:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 03:00:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 03:05:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 03:10:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 03:15:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 03:20:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 03:25:00,998271224.0,998271224.0,998271224.0,998271224.0,0.0
2024-05-15 03:30:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.00161
2024-05-15 03:35:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 03:40:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 03:45:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 03:50:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 03:55:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 04:00:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 04:05:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 04:10:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 04:15:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 04:20:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 04:25:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 04:30:00,1001879020.0,1001879020.0,1001879020.0,1001879020.0,0.0
2024-05-15 04:35:00,1002713195.0,1002713195.0,1002713195.0,1002713195.0,0.00161
2024-05-15 04:40:00,1002713195.0,1002713195.0,1002713195.0,1002713195.0,0.0
2024-05-15 04:45:00,1002713195.0,1002713195.0,1002713195.0,1002713195.0,0.0
2024-05-15 04:50:00,1002713195.0,1002713195.0,1002713195.0,1002713195.0,0.0
2024-05-15 04:55:00,1002713195.0,1002713195.0,1002713195.0,1002713195.0,0.0
2024-05-15 05:00:00,1002713195.0,1002713195.0,1002713195.0,1002713195.0,0.0
2024-05-15 05:05:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.00045
2024-05-15 05:10:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 05:15:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 05:20:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 05:25:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 05:30:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 05:35:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 05:40:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 05:45:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 05:50:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 05:55:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:00:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:05:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:10:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:15:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:20:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:25:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:30:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,5e-05
2024-05-15 06:35:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:40:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:45:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:50:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 06:55:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:00:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:05:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:10:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:15:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:20:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:25:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:30:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:35:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:40:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:45:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:50:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 07:55:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:00:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:05:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:10:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:15:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:20:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:25:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:30:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:35:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:40:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:45:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:50:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 08:55:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 09:00:00,1000315790.0,1000315790.0,1000315790.0,1000315790.0,0.0
2024-05-15 09:05:00,1002303000.0,1002303000.0,1000882884.0,1000882884.0,0.00324
2024-05-15 09:10:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 09:15:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 09:20:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 09:25:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 09:30:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 09:35:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 09:40:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 09:45:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 09:50:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 09:55:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:00:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:05:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:10:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:15:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:20:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:25:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:30:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:35:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:40:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:45:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:50:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 10:55:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:00:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:05:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:10:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:15:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:20:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:25:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:30:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:35:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:40:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:45:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:50:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 11:55:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 12:00:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 12:05:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 12:10:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 12:15:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 12:20:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 12:25:00,1000882884.0,1000882884.0,1000882884.0,1000882884.0,0.0
2024-05-15 12:30:00,1026738897.0,1026738897.0,1025801113.0,1025801113.0,0.02281
2024-05-15 12:35:00,1025801113.0,1025801113.0,1025801113.0,1025801113.0,0.0
2024-05-15 12:40:00,1025801113.0,1025801113.0,1025801113.0,1025801113.0,0.0
2024-05-15 12:45:00,1025801113.0,1025801113.0,1025801113.0,1025801113.0,0.0
2024-05-15 12:50:00,1025801113.0,1025801113.0,1025801113.0,1025801113.0,0.0
2024-05-15 12:55:00,1025801113.0,1025801113.0,1025801113.0,1025801113.0,0.0
2024-05-15 13:00:00,1025801113.0,1025801113.0,1025801113.0,1025801113.0,0.0
2024-05-15 13:05:00,1025801113.0,1025801113.0,1025801113.0,1025801113.0,0.0
2024-05-15 13:10:00,1025801113.0,1025801113.0,1025801113.0,1025801113.0,0.0
2024-05-15 13:15:00,1026582173.0,1028449763.0,1026582173.0,1028449763.0,0.01771
2024-05-15 13:20:00,1028449763.0,1028449763.0,1028449763.0,1028449763.0,0.0
2024-05-15 13:25:00,1031583737.0,1034424684.0,1031109212.0,1034424682.0,0.14651
2024-05-15 13:30:00,1034424682.0,1034424682.0,1034424682.0,1034424682.0,0.0
2024-05-15 13:35:00,1034424682.0,1034424682.0,1034424682.0,1034424682.0,0.0
2024-05-15 13:40:00,1034424682.0,1034424682.0,1034424682.0,1034424682.0,0.0
2024-05-15 13:45:00,1034424682.0,1034424682.0,1034424682.0,1034424682.0,0.0
2024-05-15 13:50:00,1034424682.0,1034424682.0,1034424682.0,1034424682.0,0.0
2024-05-15 13:55:00,1031169752.0,1031169752.0,1031169752.0,1031169752.0,0.03014
2024-05-15 14:00:00,1031169752.0,1031169752.0,1031169752.0,1031169752.0,0.0
2024-05-15 14:05:00,1031169752.0,1031169752.0,1031169752.0,1031169752.0,0.0
2024-05-15 14:10:00,1031169752.0,1031169752.0,1031169752.0,1031169752.0,0.0
2024-05-15 14:15:00,1031169752.0,1031169752.0,1031169752.0,1031169752.0,0.0
2024-05-15 14:20:00,1031169752.0,1031169752.0,1031169752.0,1031169752.0,0.0
2024-05-15 14:25:00,1031169752.0,1031169752.0,1031169752.0,1031169752.0,0.0
2024-05-15 14:30:00,1031169752.0,1031169752.0,1031169752.0,1031169752.0,0.0
2024-05-15 14:35:00,1031169752.0,1031169752.0,1031169752.0,1031169752.0,0.0
2024-05-15 14:40:00,1033217746.0,1033217746.0,1033217746.0,1033217746.0,2e-05
2024-05-15 14:45:00,1033217746.0,1033217746.0,1033217746.0,1033217746.0,0.0
2024-05-15 14:50:00,1033217746.0,1033217746.0,1033217746.0,1033217746.0,0.0
2024-05-15 14:55:00,1033217746.0,1033217746.0,1033217746.0,1033217746.0,0.0
2024-05-15 15:00:00,1032071392.0,1033945960.0,1032071392.0,1033945960.0,0.03037
2024-05-15 15:05:00,1033945960.0,1033945960.0,1033945960.0,1033945960.0,0.0
2024-05-15 15:10:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,2e-05
2024-05-15 15:15:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 15:20:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 15:25:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 15:30:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 15:35:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 15:40:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 15:45:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 15:50:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 15:55:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 16:00:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.0
2024-05-15 16:05:00,1039384289.0,1039384289.0,1039384289.0,1039384289.0,0.00048
2024-05-15 16:10:00,1041728986.0,1041728986.0,1041728985.0,1041728985.0,0.00096
2024-05-15 16:15:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 16:20:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 16:25:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 16:30:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 16:35:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 16:40:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 16:45:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 16:50:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 16:55:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 17:00:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 17:05:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 17:10:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 17:15:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 17:20:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 17:25:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 17:30:00,1041728985.0,1041728985.0,1041728985.0,1041728985.0,0.0
2024-05-15 17:35:00,1043691903.0,1043691903.0,1043691903.0,1043691903.0,0.00154
2024-05-15 17:40:00,1043691903.0,1043691903.0,1043691903.0,1043691903.0,0.0
2024-05-15 17:45:00,1043691903.0,1043691903.0,1043691903.0,1043691903.0,0.0
2024-05-15 17:50:00,1043691903.0,1043691903.0,1043691903.0,1043691903.0,0.0
2024-05-15 17:55:00,1043691903.0,1043691903.0,1043691903.0,1043691903.0,0.0
2024-05-15 18:00:00,1043691903.0,1043691903.0,1043691903.0,1043691903.0,0.0
2024-05-15 18:05:00,1043691903.0,1043691903.0,1043691903.0,1043691903.0,0.0
2024-05-15 18:10:00,1044912381.0,1044912381.0,1044912381.0,1044912381.0,0.00153
2024-05-15 18:15:00,1044912381.0,1044912381.0,1044912381.0,1044912381.0,0.0
2024-05-15 18:20:00,1044912381.0,1044912381.0,1044912381.0,1044912381.0,0.0
2024-05-15 18:25:00,1044912381.0,1044912381.0,1044912381.0,1044912381.0,0.0
2024-05-15 18:30:00,1044912381.0,1044912381.0,1044912381.0,1044912381.0,0.0
2024-05-15 18:35:00,1044912381.0,1044912381.0,1044912381.0,1044912381.0,0.0
2024-05-15 18:40:00,1044912381.0,1044912381.0,1044912381.0,1044912381.0,0.0
2024-05-15 18:45:00,1050057528.0,1050057528.0,1050057528.0,1050057528.0,0.00792
2024-05-15 18:50:00,1050057528.0,1050057528.0,1050057528.0,1050057528.0,0.0
2024-05-15 18:55:00,1052376592.0,1052376592.0,1052376592.0,1052376592.0,2e-05
2024-05-15 19:00:00,1052376592.0,1052376592.0,1052376592.0,1052376592.0,0.0
2024-05-15 19:05:00,1052376592.0,1052376592.0,1052376592.0,1052376592.0,0.0
2024-05-15 19:10:00,1052376592.0,1052376592.0,1052376592.0,1052376592.0,0.0
2024-05-15 19:15:00,1052376592.0,1052376592.0,1052376592.0,1052376592.0,0.0
2024-05-15 19:20:00,1052376592.0,1052376592.0,1052376592.0,1052376592.0,0.0
2024-05-15 19:25:00,1052376592.0,1052376592.0,1052376592.0,1052376592.0,0.0
2024-05-15 19:30:00,1052376592.0,1052376592.0,1052376592.0,1052376592.0,0.0
2024-05-15 19:35:00,1053616446.0,1053616446.0,1053574628.0,1053574628.0,0.00095
2024-05-15 19:40:00,1060000000.0,1060106000.0,1060000000.0,1060106000.0,0.01674
2024-05-15 19:45:00,1059891309.0,1059891309.0,1059891309.0,1059891309.0,0.0263
2024-05-15 19:50:00,1059891309.0,1059891309.0,1059891309.0,1059891309.0,0.0
2024-05-15 19:55:00,1059891309.0,1059891309.0,1059891309.0,1059891309.0,0.0
2024-05-15 20:00:00,1059891309.0,1059891309.0,1059891309.0,1059891309.0,0.0
2024-05-15 20:05:00,1059891309.0,1059891309.0,1059891309.0,1059891309.0,0.0
2024-05-15 20:10:00,1059891309.0,1059891309.0,1059891309.0,1059891309.0,0.0
2024-05-15 20:15:00,1059891309.0,1059891309.0,1059891309.0,1059891309.0,0.0
2024-05-15 20:20:00,1059891309.0,1059891309.0,1059891309.0,1059891309.0,0.0
2024-05-15 20:25:00,1055588904.0,1055588904.0,1055588904.0,1055588904.0,0.00099
2024-05-15 20:30:00,1055588904.0,1055588904.0,1055588904.0,1055588904.0,0.0
2024-05-15 20:35:00,1055588904.0,1055588904.0,1055588904.0,1055588904.0,0.0
2024-05-15 20:40:00,1055326181.0,1055326181.0,1053113653.0,1053113653.0,0.00071
2024-05-15 20:45:00,1053113653.0,1053113653.0,1053113653.0,1053113653.0,0.0
2024-05-15 20:50:00,1053113653.0,1053113653.0,1053113653.0,1053113653.0,0.0
2024-05-15 20:55:00,1053113653.0,1053113653.0,1053113653.0,1053113653.0,0.0
2024-05-15 21:00:00,1053113653.0,1053113653.0,1053113653.0,1053113653.0,0.0
2024-05-15 21:05:00,1053113653.0,1053113653.0,1053113653.0,1053113653.0,0.0
2024-05-15 21:10:00,1053113653.0,1053113653.0,1053113653.0,1053113653.0,0.0
